id,isbn,title,author,genres,cover,published_year,rating
1268,0199267170,William Shakespeare: The Complete Works,William Shakespeare,Drama,http://books.google.com/books/content?id=G70SDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,4.62
1269,0199280169,East and West: The Making of a Rift in the Church,Henry Chadwick,Religion,http://books.google.com/books/content?id=staKxp3zWVEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.88
1270,019929609X,An Introduction to Political Philosophy,Jonathan Wolff,Philosophy,http://books.google.com/books/content?id=FVOcAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,4.11
1271,020106894X,"Thermodynamics, Kinetic Theory, and Statistical Thermodynamics",Francis Weston Sears;Gerhard Ludwig Salinger,Kinetic theory of gases,,1975,4.32
1272,0201408252,Six Easy Pieces,Richard P. Feynman,Science,http://books.google.com/books/content?id=xerjugEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,4.2
1273,0201748673,Robin Williams Web Design Workshop,John Tollett;Robin Williams;David Rohr,Computers,http://books.google.com/books/content?id=lhatgvXw0JcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.78
1274,0205479804,The Actor in You,Robert L. Benedetti,Performing Arts,http://books.google.com/books/content?id=lZZQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.7
1275,0224060872,It's Not about the Bike,Lance Armstrong;Sally Jenkins,Cancer,http://books.google.com/books/content?id=5ATbkSDvfd0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.72
1276,0224063022,Non-Fiction,Chuck Palahniuk,Curiosities and wonders,http://books.google.com/books/content?id=TMw7HQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.57
1277,0224064738,Every Second Counts,Lance Armstrong;Sally Jenkins,Cancer,http://books.google.com/books/content?id=85QV79yKIIgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.52
1278,022407265X,Quimby the Mouse,Chris Ware,Graphic novels,http://books.google.com/books/content?id=VWFwvusdf_cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.09
1279,0226014908,The Crescent Obscured,Robert Allison,History,http://books.google.com/books/content?id=FKiKeqOhSpwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2000,3.6
1280,0226020452,The Bridge on the Drina,Ivo Andríc,Fiction,http://books.google.com/books/content?id=Y7WcIKgk5NQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1977,4.33
1281,0226025977,Love and Saint Augustine,Hannah Arendt;Joanna Vecchiarelli Scott;Judith Chelius Stark,Family & Relationships,http://books.google.com/books/content?id=YqI3H-TKBGkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1996,3.92
1282,0226042758,Plato's Symposium,Plato;Seth Benardete,Philosophy,http://books.google.com/books/content?id=0zoQDYBYTs4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,4.03
1283,0226066665,Philosophy in a Time of Terror,Jürgen Habermas;Giovanna Borradori;Jacques Derrida,History,http://books.google.com/books/content?id=Ze0Pn60iZvEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,3.89
1284,0226134342,"A Preface to Democratic Theory, Expanded Edition",Robert A. Dahl,Political Science,http://books.google.com/books/content?id=95Zpl8C0-wYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.62
1285,0226142698,Lost Prophet,John D'Emilio,Biography & Autobiography,http://books.google.com/books/content?id=qnxMPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.19
1286,0226142817,The Work of Mourning,Jacques Derrida,Literary Criticism,http://books.google.com/books/content?id=LZkLGvApTZkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,4.22
1287,0226204057,"History of Religious Ideas, Volume 3",Mircea Eliade,Religion,http://books.google.com/books/content?id=rB6jwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1988,4.43
1288,0226204197,Bengal Nights,Mircea Eliade,Fiction,http://books.google.com/books/content?id=n_oVTyKx7mcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995,3.93
1289,0226300684,The Complete Tales of Nikolai Gogol,Nikolai Gogol;Николай Васильевич Гоголь,Fiction,http://books.google.com/books/content?id=FRTtBFZiWUUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1985,4.32
1290,0226301192,"Love, Sex & Tragedy",Simon Goldhill,History,http://books.google.com/books/content?id=31udHwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.76
1291,0226307646,Complete Greek Tragedies,David Grene;Richmond Lattimore,,http://books.google.com/books/content?id=fboSxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1942,4.11
1292,0226307654,Greek tragedies,Sophocles;Aeschylus;Euripides,Drama,http://books.google.com/books/content?id=EiHQwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,4.14
1293,0226307662,The Complete Greek Tragedies: Euripides,Aeschylus;Sophocles;Euripides,Drama,http://books.google.com/books/content?id=QgdZ0cwlaSIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,4.48
1294,0226307751,Greek Tragedies,David Grene;Richmond Lattimore,Literary Criticism,http://books.google.com/books/content?id=2ZE50d6fipUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1960,4.28
1295,0226307786,Oresteia,Esquilo;Aeschylus,Erinyes (Greek mythology),http://books.google.com/books/content?id=ACSXuwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1953,4.01
1296,0226307808,Euripides I,Euripides,Greek drama (Tragedy),http://books.google.com/books/content?id=ZRt5IxCHhfoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1955,4.03
1297,0226307867,The Complete Greek Tragedies,David Grene;Richmond Lattimore,,http://books.google.com/books/content?id=5kcjzAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1973,4.14
1298,0226307948,Aeschylus: The suppliant maidens,Aeschylus;David Grene,Drama,http://books.google.com/books/content?id=gJCNNZE8INQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991,4.1
1299,0226321320,"Billy Budd, Sailor",Herman Melville,Fiction,http://books.google.com/books/content?id=LMC-GqItKwkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1962,3.11
1300,0226323986,Gilgamesh Epic and Old Testament Parallels,Alexander Heidel,Religion,http://books.google.com/books/content?id=iRwMQVdZegAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1949,3.97
1301,0226329658,Works of Hesiod and the Homeric Hymns,Hesiod,Poetry,http://books.google.com/books/content?id=h4JiAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.72
1302,0226348180,"The Progressive Historians--Turner, Beard, Parrington",Richard Hofstadter,History,,1979,3.86
1303,0226424154,The Collaborator,Alice Kaplan,History,http://books.google.com/books/content?id=wyNhPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.84
1304,0226443221,Heat Wave,Eric Klinenberg,History,http://books.google.com/books/content?id=r22xueipNegC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,3.84
1305,0226467716,Moral Politics,George Lakoff,Language Arts & Disciplines,http://books.google.com/books/content?id=R-4YBCYx6YsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002,4.03
1306,0226500608,A River Runs Through It,Norman Maclean,Biography & Autobiography,http://books.google.com/books/content?id=otrz-KkRIBEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1989,4.17
1307,0226500624,Young Men and Fire,Norman Maclean,Biography & Autobiography,http://books.google.com/books/content?id=7Gq8a7ZfA6YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1993,4.07
1308,0226675769,"Antitrust Law, Second Edition",Richard A. Posner,Law,http://books.google.com/books/content?id=wvkymAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4
1309,0226677141,A Dance to the Music of Time,Anthony Powell,Fiction,http://books.google.com/books/content?id=PhGCnG7pbtkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1995,3.95
1310,0226731510,Mystical Poems of Rumi Translated,Jalāl al-Dīn Rūmī (Maulana);A. J. Arberry,,http://books.google.com/books/content?id=UkipswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1968,4.32
1311,0226735192,The Family Idiot,Jean-Paul Sartre,Biography & Autobiography,http://books.google.com/books/content?id=D6p-mttXlAEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1981,3.8
1312,0226777103,History of Political Philosophy,Leo Strauss;Joseph Cropsey,Philosophy,http://books.google.com/books/content?id=5xK3wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1987,4.18
1313,0226817415,From Counterculture to Cyberculture,Fred Turner,Social Science,http://books.google.com/books/content?id=wz5EmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.96
1314,0231054750,Genetics and the Origin of Species,Theodosius Dobzhansky,Science,http://books.google.com/books/content?id=s7igybOj-dEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1982,4.15
1315,0231073372,The Pillow Book of Sei Sh?nagon,Sei Shōnagon,Literary Collections,http://books.google.com/books/content?id=H-F5iZeCMfQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991,4.02
1316,0231082819,Three Plays by Kobo Abe,Kōbō Abe,Fiction,http://books.google.com/books/content?id=D9GgngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1993,3.91
1317,0231085079,Discovering Plato,Alexandre Koyre,,,1960,3.26
1318,0231104472,"The Columbia Reader on Lesbians and Gay Men in Media, Society, and Politics",Larry P. Gross;James D. Woods,Social Science,http://books.google.com/books/content?id=bjeJCGF5OiUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.93
1319,0231109253,Poems Between Women,Emma Donoghue,Poetry,http://books.google.com/books/content?id=d_1dqrZtllwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.86
1320,0231118953,Antigone's Claim,Judith Butler,Philosophy,http://books.google.com/books/content?id=pKerAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002,3.76
1321,0231121008,The Vital Illusion,Jean Baudrillard;Julia Witwer,Literary Criticism,http://books.google.com/books/content?id=jk9MRcgG97EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2000,3.84
1322,0231121253,An Arab-Syrian Gentleman and Warrior in the Period of the Crusades,Usāmah ibn Munqidh;Philip Khuri Hitti,History,http://books.google.com/books/content?id=xqy8ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.92
1323,023112189X,William Faulkner,Nicolas Tredell,Literary Criticism,http://books.google.com/books/content?id=G3_DKH4sX-4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.96
1324,0231121911,"Nathaniel Hawthorne, The Scarlet Letter",Nathaniel Hawthorne,Literary Criticism,http://books.google.com/books/content?id=OHFFpZosoC8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.39
1325,0231124279,The Poetry of Sylvia Plath,Claire Brennan,Literary Criticism,http://books.google.com/books/content?id=TSrx1mELRBUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.23
1326,0231124929,The Intellectuals and the Flag,Todd Gitlin;Professor of Culture Journalism and Sociology Todd Gitlin,Political Science,http://books.google.com/books/content?id=4EVNgJIinV4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.59
1327,0231138709,More Than You Know,Michael J. Mauboussin,Business & Economics,http://books.google.com/books/content?id=g6WlQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.08
1328,0231138768,Nietzsche and Philosophy,Gilles Deleuze,Philosophy,http://books.google.com/books/content?id=KGaYQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.16
1329,0233000119,Remembering JFK,Jacques Lowe;Hugh Sidey,Presidents,http://books.google.com/books/content?id=q-a-AQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.34
1330,0237525372,Oliver Twist,Pauline Francis;Charles Dickens,Juvenile Nonfiction,http://books.google.com/books/content?id=X6RvTDRdb1wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,3.66
1331,0237526883,"20,000 Leagues Under the Sea",Jules Verne;Pauline Francis,Children's stories,http://books.google.com/books/content?id=qnNypvYxcy4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,3.76
1332,0240805410,Avid Editing,Sam Kauffmann,Performing Arts,http://books.google.com/books/content?id=dtt-xgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.83
1333,0240806085,Directing the Documentary,Michael Rabiger,Performing Arts,http://books.google.com/books/content?id=uoKliOPD5qEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.23
1334,0241003008,The Very Hungry Caterpillar,Eric Carle,Babytime resource,http://books.google.com/books/content?id=DpGEQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1994,4.29
1335,0241142466,The Best of McSweeney's,Dave Eggers,"Short stories, American",http://books.google.com/books/content?id=TG0sAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.81
1336,0241912725,Stuart Little,Elwyn Brooks White,"Little, Stuart (Fictitious character)",,1946,3.89
1337,0246136677,The Dark Descent,David G. Hartwell,"Horror tales, English",,1990,4.11
1338,0252008073,Zora Neale Hurston,Robert E. Hemenway,Biography & Autobiography,http://books.google.com/books/content?id=Gzta3iHgiQ8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1980,4.11
1339,0252019814,Chicago Stories,James Thomas Farrell;Professor James T Farrell,Fiction,http://books.google.com/books/content?id=KOyfpN40l0wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1998,3.89
1340,0253201624,Dante's Vita Nuova,Alighieri Dante;Dante Alighieri,Literary Criticism,http://books.google.com/books/content?id=SWf4r6lObPMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1973,3.87
1341,0253202175,A Theory of Semiotics,Umberto Eco,Literary Criticism,http://books.google.com/books/content?id=EQukjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1979,4.01
1342,025320318X,The Role of the Reader,Umberto Eco,Literary Criticism,http://books.google.com/books/content?id=KlJNp_hUmEIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1984,3.94
1343,025320478X,The Basic Problems of Phenomenology,Martin Heidegger,Philosophy,http://books.google.com/books/content?id=VmatHCLJ4Q4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1988,4.28
1344,0253209102,Hegel's Phenomenology of Spirit,Martin Heidegger,Philosophy,http://books.google.com/books/content?id=fRMDS8-XLWYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1994,4.19
1345,0253209307,Dante's Inferno,Dante (Alighieri);Dante Alighieri,Poetry,http://books.google.com/books/content?id=TPkqYo-6QwkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1995,4
1346,0253214696,Introduction to Documentary,Bill Nichols,Performing Arts,http://books.google.com/books/content?id=E5bj1XDvRxUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,3.77
1347,0261102206,The Treason of Isengard,John Ronald Reuel Tolkien;Christopher Tolkien,English fiction,http://books.google.com/books/content?id=Hon4PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.16
1348,0261102257,The Lost Road,John Ronald Reuel Tolkien;Christopher Tolkien,,http://books.google.com/books/content?id=pWsvtQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.96
1349,0261102265,The Lays of Beleriand,John Ronald Reuel Tolkien;Christopher Tolkien,Poetry,http://books.google.com/books/content?id=jGG3QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.96
1350,0261102303,The Lord of the Rings,J. R. R. Tolkien,Fiction,http://books.google.com/books/content?id=9wu1QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991,4.49
1351,0261102427,The Silmarillion,John Ronald Reuel Tolkien,Fantasy,http://books.google.com/books/content?id=22ePuAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.91
1352,026110263X,The Monsters and the Critics,John Ronald Reuel Tolkien,Beowulf,http://books.google.com/books/content?id=C1MAfDVCsRMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,3.93
1353,026110330X,"The Hobbit, Or, There and Back Again",John Ronald Reuel Tolkien;Alan Lee,"Baggins, Bilbo (Fictitious character)",http://books.google.com/books/content?id=0k0IQAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.26
1354,0261103660,The Silmarillion,John Ronald Reuel Tolkien,"Fantasy fiction, English",http://books.google.com/books/content?id=DQ1hQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.91
1355,0262240513,The Parallax View,Slavoj Žižek,Philosophy,http://books.google.com/books/content?id=PwJXmwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.01
1356,0262510871,Structure and Interpretation of Computer Programs,Harold Abelson;Gerald Jay Sussman;Julie Sussman,Computers,http://books.google.com/books/content?id=6QOXQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,4.45
1357,0262532557,The Man Who Tasted Shapes,Richard E. Cytowic,Medical,http://books.google.com/books/content?id=EvA5xS-qKR8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,3.88
1358,0262540428,Elbow Room,Daniel Clement Dennett,Philosophy,http://books.google.com/books/content?id=P4NtNzOKxycC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1984,3.92
1359,0262570211,Theory of Colours,Johann Wolfgang von Goethe;Donald Eastlake,Art,http://books.google.com/books/content?id=1Jjv0oVT0x0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1970,4.07
1360,026257103X,An Odyssey in Learning and Perception,Eleanor J. Gibson,Psychology,http://books.google.com/books/content?id=oG2GmyFXJC0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1994,4.5
1361,0262611333,Pop Internationalism,Paul R. Krugman,Business & Economics,http://books.google.com/books/content?id=17YrneuxiTgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1997,3.67
1362,026261135X,"Development, Geography, and Economic Theory",Paul R. Krugman,Business & Economics,http://books.google.com/books/content?id=Pm_oAg_1UxIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1997,3.99
1363,0262632039,Inattentional Blindness,Arien Mack;Irvin Rock,Psychology,http://books.google.com/books/content?id=STeqPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.2
1364,0262632551,The Language of New Media,Lev Manovich;Roger F. Malina;Sean Cubitt,Art,http://books.google.com/books/content?id=G-4EyYR-QgMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,3.85
1365,0262680939,"Turtles, Termites, and Traffic Jams",Mitchel Resnick,Computers,http://books.google.com/books/content?id=K8P1rX8T4kYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1997,3.85
1366,026274015X,Looking Awry,Slavoj Žižek,Performing Arts,http://books.google.com/books/content?id=COT8nZsi6zYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1992,4.05
1367,0262740257,The Puppet and the Dwarf,Slavoj Žižek;Žižek;Stockholm Inst Of Transition Staff;Mladen Dolar;Alenka Zupancic,Philosophy,http://books.google.com/books/content?id=jf4IPcBVKdMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.83
1368,0268018499,Treatise on Happiness,Saint Thomas (Aquinas);Thomas Aquinas,Philosophy,http://books.google.com/books/content?id=MQh9QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1983,3.84
1369,0273661949,Marketing and the Bottom Line,Tim Ambler,Business & Economics,http://books.google.com/books/content?id=qeVE8r4ugzsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,3.82
1370,0273704745,"Traders, Guns & Money",Satyajit Das,Business & Economics,http://books.google.com/books/content?id=QLw2sjBuF9oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.83
1371,0275942694,The Heights of Courage,Avigdor Kahalani,History,http://books.google.com/books/content?id=7aIXJkFzqe8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1992,4.18
1372,0275991164,C. S. Lewis,Bruce L. Edwards,Literary Criticism,http://books.google.com/books/content?id=mAL6V-aM7KkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2007,4.43
1373,0285633147,The Lost World of Agharti,Alec Maclellan,"Body, Mind & Spirit",http://books.google.com/books/content?id=zcfiLwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,3.79
1374,0285635948,Zero,Charles Seife,Zero (The number),http://books.google.com/books/content?id=Yj1EPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.96
1375,0285647474,Zen Buddhism & Psychoanalysis,Daisetz Teitaro Suzuki;Erich Fromm;Richard De Martino,Psychoanalysis and religion,http://books.google.com/books/content?id=wMEAJwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1974,3.94
1376,0285647873,The Wanderer,Knut Hamsun;Gunnvor Stallybrass,English fiction,http://books.google.com/books/content?id=RU1_QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.96
1377,028564811X,Memoirs,Pablo Neruda,"Poets, Chilean",http://books.google.com/books/content?id=hUViQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.21
1378,0292701322,Paso Del Norte,Juan Rulfo,Fiction,http://books.google.com/books/content?id=nf_eDyxtbD0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1967,4.19
1379,0292760280,100 Love Sonnets,Pablo Neruda,Poetry,http://books.google.com/books/content?id=imyWxbj-n2AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1986,4.4
1380,0295976918,Long Day's Journey,Carlos A. Schwantes,History,http://books.google.com/books/content?id=Ma5zQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4
1381,0295979844,Philip Vera Cruz,Craig Scharlin;Lilia V Villanueva,Biography & Autobiography,http://books.google.com/books/content?id=52PrdUKTUxgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.87
1382,0299125408,Mark Twain's Own Autobiography,Mark Twain,"Authors, American",http://books.google.com/books/content?id=ZehUN4w4ZxwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1990,3.83
1383,0299178005,Letters to J. D. Salinger,Chris Kubica;Will Hochman,Biography & Autobiography,http://books.google.com/books/content?id=zL13dNDYjccC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002,3.54
1384,0300000308,The Poems of Alexander Pope,Alexander Pope,Poetry,http://books.google.com/books/content?id=OJhIxFLmwpkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1963,3.95
1385,0300000898,Psychoanalysis and Religion,Erich Fromm,Psychology,http://books.google.com/books/content?id=gtAgGreKUcEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1950,4.04
1386,0300044887,"Euthyphro, Apology, Crito, Meno, Gorgias, Menexenus",Plato,Philosophy,http://books.google.com/books/content?id=fkTYyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1984,4.14
1387,0300062907,The Shaping of America: A Geographical Perspective on 500 Years of History,D. W. Meinig,History,http://books.google.com/books/content?id=Rk-LFPFl_3YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1986,4.15
1388,0300078153,Seeing Like a State,James C. Scott,Political Science,http://books.google.com/books/content?id=PqcPCgsr2u0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1998,4.19
1389,0300090951,Leonardo on Painting,Leonardo,Art,http://books.google.com/books/content?id=roHf588GZJYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,4.13
1390,0300091699,Dreaming in Pictures,Douglas Robert Nickel;Lewis Carroll;San Francisco Museum of Modern Art,Photography,http://books.google.com/books/content?id=Jpnz4lJZrlcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002,4.01
1391,0300093047,Art and Beauty in the Middle Ages,Umberto Eco,Art,http://books.google.com/books/content?id=uT61fJtcHroC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002,3.98
1392,0300093055,Long Day's Journey Into Night,Eugene O'Neill,Drama,http://books.google.com/books/content?id=43dmWfWi_2MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.07
1393,0300094000,Marcel Proust,William C. Carter,Biography & Autobiography,http://books.google.com/books/content?id=NxTaYm26Q1cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002,4.32
1394,0300095244,How Democratic is the American Constitution?,Robert A. Dahl,History,http://books.google.com/books/content?id=k0jCO_FMbFYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,3.64
1395,0300098251,The Voices of Morebath,Eamon Duffy,History,http://books.google.com/books/content?id=E45TQd678hYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,3.7
1396,0300101058,Hamlet,William Shakespeare;Burton Raffel;Harold Bloom,Drama,http://books.google.com/books/content?id=MPGOoXzP-XgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,4.01
1397,0300108486,Cosmos,Witold Gombrowicz;Danuta Borchardt,Fiction,http://books.google.com/books/content?id=60sZmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.03
1398,0300111142,Cuba,Richard Gott,History,http://books.google.com/books/content?id=aVq0qOnLFusC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,4.06
1399,0300116187,Eva Hesse Drawing,"Menil collection (Houston, Tex.).;Eva Hesse;Drawing center (New York).;Drawing Center (New York, N.Y.);Walker Art Center (Minneapolis, Minn.).;Museum of Contemporary Art (Los Angeles, Calif.)",Art,http://books.google.com/books/content?id=OVotum-BiNAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,4.54
1400,0300119941,The Annotated Waste Land with Eliot's Contemporary Prose,Thomas Stearns Eliot;Lawrence S. Rainey,Literary Criticism,http://books.google.com/books/content?id=1Kxoqxcz4WgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,4.11
1401,0306804980,Hannibal,Leonard Cottrell,History,http://books.google.com/books/content?id=TZLStAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,3.89
1402,0306805626,The Collapse of the Third Republic,William Lawrence Shirer,History,http://books.google.com/books/content?id=IdyBPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1994,4.2
1403,030680882X,The Complete Short Stories Of Robert Louis Stevenson,Charles Neider;Robert Louis Stevenson,Literary Collections,http://books.google.com/books/content?id=qDS8tQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.19
1404,0306808900,Hemingway,Jeffrey Meyers,Literary Collections,http://books.google.com/books/content?id=uWPGtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.03
